-603.28564453125	723.1609497070312	60.495635986328125
-714.5946044921875	916.288330078125	60.681907653808594
-603.2813110351562	1340.9912109375	60.47676467895508
-864.1654052734375	1078.09912109375	60.36772155761719
-697.1666870117188	1411.3209228515625	60.213279724121094
-619.1346435546875	1183.649658203125	60.0030517578125
-758.834228515625	1264.498291015625	60.746299743652344
-623.8389892578125	1702.8123779296875	60.056968688964844
-636.5506591796875	787.3818359375	60.56804275512695
-694.3505859375	806.8960571289062	60.479801177978516
-747.9389038085938	1343.1046142578125	60.38273620605469
-1026.6007080078125	1537.3790283203125	60.67265319824219
-902.016845703125	1455.6728515625	61.11231994628906
